EIN,NAME,STATE,NTEE_GROUP,NTEE_CD,WEBSITE
46-5194585,SUMMIT ACADEMY OF SOUTHWEST OHIO INC,OH,B,B24,www.summitacademy.us
46-3687348,CONNECT4CANCER,CA,H,H30,www.connect4cancer.org
77-0316227,COURT APPOINTED SPECIAL ADVOCATES OF SAN LUIS OBISPO COUNTY INC,CA,R,R200,www.slocasa.org
54-1132487,RESPONSE INC,VA,I,I710,responseva.org
46-4138550,PHANTOM RESCUE INC,FL,I,I73,phantomrescue.org
47-1129831,JOSH BRESSETTE COMMIT TO SAVE A LIFE INC,VT,F,F20,www.commit2savealife.org
85-1604159,HIGH SCHOOL CYBERSECURITY WORKSHOP INC,MD,B,B28,hscybersecurity.org
20-8063431,ABSENGER CANCER EDUCATIONFOUNDATION,MI,G,G30,amacf.org
04-3637515,COMMUNITY IMPROVEMENT ASSOCIATES INC,NH,F,F30,www.cianh.com
45-5021171,VICTORY THROUGH GRACE MINISTRIES INC,KY,I,I70,victoryministries.us
82-2829165,CRMO FOUNDATION,CO,G,G50,www.crmofoundation.org
81-3932353,NUBPL FOUNDATION INC,KY,H,H20,www.nubpl.org
82-2826256,NEHI RESEARCH FOUNDATION,OK,H,H12,www.nehiresearch.org
30-0836053,OA HOW HOUSTON INTERGROUP INC,TX,F,F60,www.oahowhouston.org
53-0029355,ASSOCIATION OF MILITARY SURGEONS OF THE U S,MD,G,G9BC,www.amsus.org
33-0399549,JOHN HENRY FOUNDATION,CA,F,F30Z,www.johnhenry.org
23-7066181,UNDERSEA & HYPERBARIC MEDICAL SOCIETY,FL,G,G03,www.uhms.org
06-1500439,HOPE AFTER LOSS INC,CT,F,F99,www.hopeafterloss.org
47-2276605,WHAT IS YOUR VOICE,DE,F,F33,www.whatisyourvoice.com
27-0605464,DOVETAIL HOUSE,VA,I,I40,www.thedovetailgroup.net
81-3375806,JESSES WISH,NJ,G,G30,jesseswishfoundation.org
47-2108411,SPOONER GIRLS RARE DISEASE RESEARCH FUND,CA,H,H20,www.spoonergirls.org
31-0846860,NEW HORIZONS MENTAL HEALTH SERVICES INC,OH,F,F300,www.newhorizonsmentalhealth.org
31-0727677,LAMBDA CHI ALPHA FRATERNITY INC,OH,B,B83,www.gilxaalumni.com
82-2724702,GRAVITY NETWORK INC,NC,F,F60,gravity-network.org
41-2156862,GLOBAL GRASSROOTS,NH,R,R24,www.globalgrassroots.org
01-0473057,CROSSROADS FOR WOMEN INC,ME,F,F220,www.crossroadsme.org
46-3019539,WELLESLEY PARENTS SUPPORTING ART STUDENTS,MA,B,B94,www.wellesleypsas.org
47-1366620,PROJECT YES AFRICA INC,DC,B,B21,www.projectyesafrica.org
86-0955125,KYRENE DE LA ESTRELLA PARENT TEACHER ORGANIZATION,AZ,B,B94,www.kyrene.org
36-3906065,AMERICANS UNITED FOR LIFE,DC,R,R65Z,aul.org
27-5078036,EQUALITY DELAWARE INC,DE,R,R26,www.equalitydelaware.org
71-0865914,JEFFERSON ACADEMY HIGH SCHOOL BOOSTER CLUB,CO,B,B94,www.jajags.com
27-3029691,CANCER CAREPOINT INC,CA,G,G30,www.cancercarepoint.org
94-1461062,THE YORK SCHOOL,CA,B,B24,york.org
37-1692998,AGNUS DEI FOUNDATION,CA,P,P45,www.agnusdeifoundation.com
80-0513148,LAKES AREA ALANO ASSOCIATION,MN,F,F20,www.lakesareaalano.org
83-1062436,ARTICULA INNOVATIONS INC,TX,H,H99,www.articulainnovations.org
36-3334177,CHICAGO ASSOCIATION FOR RESEARCH AND EDUCATION IN SCIENCE,IL,H,H99,www.cares-research.org
81-4940010,ALCIDES E ROSAURA DINIZ FOUNDATION,NC,G,G30,www.ardfound.org
42-1539797,EAST CENTRAL MISSOURI BEHAVIORAL HEALTH SERVICES INC,MO,F,F30,arthurcenter.com
13-3550688,STONEWALL COMMUNITY FUND,NY,R,R110,www.stonewallfoundation.org
47-0524207,FRIENDSHIP HOUSE INC,NE,F,F34Z,www.thefriendshiphouse.net
94-3113708,SERENITY LANE HEALTH SERVICES,OR,F,F22Z,www.serenitylane.org
93-0606316,SERENITY LANE,OR,F,F22Z,www.serenitylane.org
46-4356231,FRANCOPHONE CHARTER SCHOOL OF OAKLAND,CA,B,B24,www.francophoneschool.org
75-3078625,FOOT STEPS INC,NC,I,I31,www.footstepsinc.biz
01-0618114,INTERNATIONAL SOCIETY FOR PEDIATRIC NEUROSURGERY,NY,G,G98,www.ispneurosurgery.org
71-0989980,IMAGINE ACADEMY CORPORATION,NY,B,B24,www.imagineacademyforautism.org
20-2336717,IMAGINE FOUNDATION INC,NY,B,B28,www.imagineacademyforautism.org
82-3561859,BLUESBREAKER FOUNDATION,MA,H,H12,www.bluesbreakerfoundation.org
84-1872916,SNOQUALMIE MIDDLE SCHOOL PTA 2 18 33,WA,B,B94,www.snoqualmiemspta.org
04-3585445,BLESSED STEPHEN BELLESINI O S A ACADEMY INC,MA,B,B24,www.bellesiniacademy.org
31-1094281,EXPLOITED CHILDRENS HELP ORGANIZATION OF GREATER LOUISVILLE,KY,I,I72Z,www.echo-ky.org
41-0979662,HOUSE OF HOPE INC,MN,F,F22Z,houseofhopemn.com
23-2625415,SERVICE AND EDUCATION FOR WOMEN AGAINST ABUSE,PA,I,I70,sewaa.org
31-1806189,COMMUNITY BEHAVIORAL HEALTH INC,OH,F,F20,cbh-services.org
83-4395196,CREATE FREEDOM,VA,I,I12,cfreedom.org
81-2724215,ALPHA DELTA,TX,B,B83,alphadeltasociolog.wixsite.com
43-1343144,GOOD SAMARITAN PROJECT,MO,G,G81Z,thrivehealthkc.org
27-3553490,SCHMINCKE RESEARCH ALLIANCE INC,MD,G,G92,www.sraleadership.com
26-2386979,PTA TEXAS CONGRESS,TX,B,B94,schools.friscoisd.org
75-2417472,COURT APPOINTED SPECIAL ADVOCATES OF DENTON COUNTY INC,TX,R,R200,www.casadenton.org
26-0150254,EMPIRE MOCK TRIAL ASSOCIATION INC,DC,I,I99,www.empiremocktrial.org
45-1618706,TRAVIS ROY FOUNDATION INC,MA,H,H11,www.travisroyfoundation.org
20-4795567,BRAIN INJURY CONNECTIONS OF THE SHENANDOAH VALLEY INC,VA,G,G48,www.bicsv.org
47-4574851,YESHIVA DERECH HATORAH,OH,B,B24,www.ydtcleveland.org
94-1631809,CENTRAL CALIFORNIA LEGAL SERVICES INC,CA,I,I80Z,www.centralcallegal.org
20-8871677,STAR CITY PRIDE,NE,R,R26,starcitypride.org
20-4520402,COALITION FOR ORGAN-FAILURE SOLUTIONS,MD,F,F99,www.cofs.org
83-2544418,WYOMING BREAST CANCER INITIATIVE FOUNDATION,WY,G,G12,www.wyomingbreastcancer.org
76-0841689,MINNESOTA CIT OFFICERS ASSOCIATION,MN,F,F20,mncit.org
20-5636697,COMMUNITY REBUILDS,UT,H,H99,www.communityrebuilds.org
68-0656848,ABUNDANT OPPORTUNITIES INC,CA,I,I40,abunopp.org
27-0812501,CHERRY HILL SCHOOL PTO,NJ,B,B94,riveredgeschools.org
83-0663666,BUILD OUT ALLIANCE INC,NY,R,R26,www.buildoutalliance.org
62-1781246,FOUNDATION FOR FAMILIES OF LATE-TALKING CHILDREN,TN,G,G80,www.latetalkers.org
54-1118534,SEXUAL ASSAULT RESOURCE AGENCY,VA,I,I73Z,www.saracville.org
65-0869993,COMMUNITY ASSISTED AND SUPPORTED LIVING INC,FL,F,F33,caslinc.org
45-4551212,CAMILLES ART FOR AUTISM INC,FL,G,G124,camillesartforautism.org
46-5373367,SUCCESS THROUGH EDUCATION PROGRAM,CA,I,I40,www.stepca.org
26-3889828,INTERNATIONAL BIPOLAR FOUNDATION,CA,F,F30,www.ibpf.org
36-4803179,YOUNG 1OVE FOUNDATION,TX,G,G81,www.young1ove.org
46-1298625,AUTISM SOLUTION PIECES,WI,G,G84,www.autismsolutionpieces.com
95-4468225,WALL-LAS MEMORIAS PROJECT,CA,G,G81Z,www.thewalllasmemorias.org
95-2016696,MCKINLEY CHILDRENS CENTER INC,CA,F,F33Z,www.mckinleycc.org
23-7381007,NORTHEAST LEGAL AID INC,MA,I,I80Z,www.northeastlegalaid.org
82-4541509,THE ALANA MARIE PROJECT,OH,F,F60,www.thealanamarieproject.com
26-0507662,CLUB METH TO CHRIST,MS,F,F21,www.clubmethtochrist.com
91-2029182,PRODIGALS INTERNATIONAL,WA,F,F50,www.prodigalsinternational.org
94-2964772,NORTHERN CALIFORNIA HOSPITAL AND INSTITUTION COMMITTEE,CA,F,F22Z,www.handinorcal.org
83-2134485,SEVENTEEN22 FOUNDATION,TX,G,G99,www.seventeen22.org
81-3119019,ANAM CARA STABLES,IN,F,F30,www.anamcarastables.org
45-4430161,COMPASSIONATE COMMUNITIES FOR CHILDREN,IL,I,I70,www.reclaim13.org
27-4187308,GEORGIAFORWARD INC,GA,R,R05,www.georgiaforward.org
80-0707620,MARCELLE ERIAN FOUNDATION,CA,G,G30,marcelleeriancancerfoundation.org
46-2403468,RUN2REVIVE,NY,G,G129,www.run2revive.org
75-2861838,NOORDHOFF CRANIOFACIAL FOUNDATION,TX,G,G20,www.lovemakeswhole.org
41-1886212,HIGHER GROUND ACADEMY,MN,B,B25,www.hgacademy.org
52-0902461,TUERK HOUSE INC,MD,F,F220,www.tuerkhouse.org
94-2240770,DOOR TO HOPE,CA,F,F22Z,www.doortohope.org
85-0217038,GUIDANCE CENTER OF LEA COUNTY INC,NM,F,F32Z,www.gclcnm.org
52-2257385,CONSUMERS FOR DENTAL CHOICE INC,DC,F,F33,www.toxicteeth.org
41-1896001,HENNEPIN COUNTY SHERIFF FOUNDATION,MN,I,I60,www.sherifffoundation.org
43-0787999,CANCER RESEARCH CENTER,MO,H,H30Z,www.cancerresearchcenter.org
13-3393329,AMERICAN FOUNDATION FOR SUICIDE PREVENTION,NY,F,F110,www.afsp.org
82-5202542,MS HOUSTONS CARING HANDS,MN,P,P45,www.mhchm.org
52-1014754,LAW FOUNDATION OF SILICON VALLEY,CA,I,I80C,www.lawfoundation.org
46-5576722,KATLYNS DREAM,NV,G,G12,www.katlynsdream.org
80-0607152,CORNERSTONE CHRISTIAN ACADEMY,VA,B,B24,cornerstoneabingdon.org
83-1377726,INDEPENDENT CALIFORNIA INSTITUTE,CA,R,R05,www.independentca.org
94-1358309,EAST BAY AGENCY FOR CHILDREN,CA,F,F32Z,www.ebac.org
81-2019330,MEDICAL LEGAL PARTNERSHIP COLORADO,CO,I,I80,medical-legalpartnership.org
83-4123505,GLACIER QUEER ALLIANCE,MT,R,R01,www.glacierqueeralliance.org
86-0667217,CHEEERS,AZ,F,F50Z,www.cheeers.org
41-1941981,NORTH LAKES ACADEMY,MN,B,B24,www.northlakesacademy.org
82-1744571,SPECIAL ANGELS FOUNDATION,CA,G,G12,www.specialangelsfoundation.org
36-4270023,THOMAS MORE SOCIETY,IL,I,I83,www.thomasmoresociety.org
47-4548825,KENDALL COUNTY JUVENILE JUSTICE COUNCIL,IL,I,I21,www.co.kendall.il.us
93-0805248,OPERATION NIGHTWATCH - PORTLAND,OR,F,F40Z,www.operationnightwatch.org
74-3002520,HEROES FOUNDATION INC,IN,G,G12,www.heroesfoundation.org
54-1026357,CENTER FOR COUNSELING FAMILIES INC,VA,F,F60,www.counselingstrategies.org
45-0519762,LEAL ELEMENTARY ARTS PROGRAM LEAP,CA,B,B94,www.memberplanet.com
55-0797286,NEUROCRITICAL CARE SOCIETY INC,IL,G,G96,www.neurocriticalcare.org
47-2097494,TRANSLIFELINE,CA,F,F99,www.translifeline.org
91-1119277,HIGHLINE COUNCIL PARENT TEACHER STUDENT ASSOCIATION,WA,B,B94,highlinecouncilptsa.org
20-8672968,COMMUNITY OPTIONS FOR FAMILIES A YOUTH INC,CA,F,F30,cofy.org
80-0119137,FINAL EXIT NETWORK INC,FL,F,F60,www.finalexitnetwork.org
46-0732060,PRION ALLIANCE INC,MA,G,G80,prionalliance.org
20-4691926,HOUSES ON THE MOON THEATER COMPANY,NY,R,R300,www.housesonthemoon.org
84-0500375,COLORADO BOYS RANCH FOUNDATION,CO,F,F33Z,www.cbryouthconnect.org
34-1660758,LANDER SCHOOL PARENT TEACHER GROUP,OH,B,B94,www.mayfieldschools.org
74-3069381,SPECIAL KIDS PHOTOGRAPHY OF AMERICA,CA,B,B28,www.specialkidsphotography.com
65-1230448,CEO ROUNDTABLE ON CANCER INC,NC,G,G30,www.ceoroundtableoncancer.org
47-3521834,HIGHLAND ACADEMY CHARTER SCHOOL PTSO,AK,B,B94,www.phoenixes.org
81-1927866,NEURTEX BRAIN RESEARCH INSTITUTE INC,TX,H,H48,neurtex.org
81-4851684,AUSTENS AUTISTIC ADVENTURES,TX,G,G84,austensautisticadventures.squarespace.com
91-1198027,FORKS ABUSE PROGRAM,WA,I,I700,www.forksabuseprogram.org
83-2325518,ALIANZA NORCO,CO,R,R22,alianzanorco.org
47-2627642,PURE EDUCATION INITIATIVE INC,IN,E,E40,www.connect2pure.com
47-4375069,COOPERTOWN SCHOOL PARENT TEACHERS ORGANIZATION,PA,B,B94,coopertownpto.membershiptoolkit.com
82-3682207,RICHLAND POLICE DEPARTMENT FOUNDATION,WA,I,I11,richlandpdf.org
11-2306416,AMERICAN ASSOCIATION OF KIDNEY PATIENTS INC,FL,G,G44Z,www.aakp.org
72-0832432,ACADIANA LEGAL SERVICE CORPORATION,LA,I,I80Z,www.la-law.org
71-1005590,HEALING HEARTS RANCH,KS,F,F70,www.healingheartsranch.com
26-1168347,CR FREEDOM CENTER INC,MD,F,F60,www.crossroadsfreedomcenter.com
84-2965053,CANCER TRIED IT INC,MD,H,H01,cancertriedit.com
06-1189773,FRIENDS OF LAUREL HOUSE INC,CT,F,F110,www.laurelhouse.net
45-2406761,PROJECT FOR INTEGRATING SPIRITUALITY LAW & POLITICS,DC,I,I01,www.spiritlawpolitics.org
52-1477004,THE NATIONAL ORGANIZATION FOR WOMEN FOUNDATION INC,DC,R,R24,www.now.org
20-5240521,MARK STAEHELY PEDIATRIC CANCERFOUNDATION,IL,G,G30,www.makeyourmark7.org
46-5708278,PEOPLE IN PROGRESS SOBER LIVING,CA,F,F20,www.pipsoberliving.org
23-2897133,SERVICE ACCESS AND MANAGEMENT INC,PA,F,F300,www.sam-inc.org
81-4791085,GAIL BOYTER MAGNESS FOUNDATION,GA,H,H30,www.gbmfoundation.com
33-0421466,EMPTY CRADLE,CA,F,F60,www.emptycradle.org
82-5516022,MIGHTY MEHAL FOUNDATION,PA,F,F22,www.mightymehal.org
33-0880635,A C T FOR MULTIPLE SCLEROSIS,CA,G,G50,www.actforms.org
31-1751437,ALASKA YOUTH AND FAMILY NETWORK,AK,F,F80,www.ayfn.org
45-0546528,RECOVERY INSTITUTE OF SOUTHWEST MICHIGAN INC,MI,F,F60,www.recoverymi.org
65-1203900,THE SALEM-KEIZER COALITION FOR EQUALITY,OR,I,I20,www.skcequality.org
47-4115043,AMERICAN GAYS AND LESBIANS FOUNDATION,MD,R,R26,www.ameriglef.org
93-1178086,YAMHILL COUNTY CASA PROGRAM,OR,R,R200,www.yccasa.org
82-0850234,OREGON CONSUMER JUSTICE,OR,I,I83,www.oregonconsumerjustice.org
20-2956522,TEXAS POLICE CHIEFS ASSOCIATION FOUNDATION,TX,I,I60,www.texaspolicechiefs.org
86-1072754,SOUTHWEST KIDNEY CANCER FOUNDATION,TX,G,G44,southwestcancersassociation-org.doodlekit.com
30-0688367,GLOBAL FOCUS ON CANCER INC,NY,G,G30,www.globalfocusoncancer.org
25-1797391,PATHWAYS FOUNDATION OF SOUTHWESTERN PENNSYLVANIA INC,PA,G,G50,www.yourpathways.org
04-3262046,JUMPSTART FOR YOUNG CHILDREN INC,MA,B,B21,www.jstart.org
82-3642989,JONAH PROJECT,WA,I,I73,www.jonahproject.org
35-2452126,NORTH POINTE ELEMENTARY SCHOOL PTO,SC,B,B24,www.anderson5.net
27-1411019,GO PROJECT INC,NY,B,B28,www.goprojectnyc.org
59-0830750,RODEHEAVER BOYS RANCH,FL,I,I210,www.rbr.org
13-4360548,FLORIDA ASSOCIATION OF CHARTER SCHOOL AUTHORIZERS,FL,B,B25,flauthorizers.org
65-1253851,QLAW FOUNDATION OF WASHINGTON,WA,R,R30,www.qlawfoundation.org
27-1286880,HERITAGE DEFENSE,TX,R,R99,www.heritagedefense.org
23-6616299,WEST BRANCH DRUG & ALCOHOL ABUSE COMMISSION INC,PA,F,F21Z,www.wbdrugandalcohol.org
37-1112496,NATIONAL FOUNDATION FOR ECTODERMAL DYSPLASIAS,IL,G,G46Z,www.nfed.org
82-5164657,NEW VOTERS ORG,PA,R,R40,www.new-voters.org
45-4946456,CHILDRENS JUSTICE & ADVOCACY CENTER,WA,I,I72,www.cowlitzcountycjac.com
85-1085191,MY BEST FRIENDS FOUNDATION,IL,G,G30,mybestfriends.foundation
11-3514174,SIGMA BETA RHO FRATERNITY,NY,B,B83,www.sigmabetarho.com
61-1691998,CANCER FAMILIES UNITED,MI,G,G30,www.cancerfamiliesunited.org
91-1095932,KELLOGG PTSA 6 12 85,WA,B,B94,kelloggptsa.org
13-4367970,BRIDGES FOR BRAIN INJURY INC,NY,G,G48,www.bridgesforbraininjury.org
91-0987861,WASHINGTON STATE JAIL ASSOCIATION,WA,I,I03,wsja.org
81-0743811,INTERNATIONAL CHARTER SCHOOL PARENTS ORGANIZATION,NY,B,B94,www.icsfamilies.org
26-0236431,LEARN TO COPE INC,MA,F,F21,www.learn2cope.org
74-2244343,PALMER DRUG ABUSE PROGRAM BROWNSVILLE INC,TX,F,F22Z,wix.com
91-1025997,SECRET HARBOR,WA,F,F33Z,www.secretharbor.org
04-3799598,TEACH THEM HOW,IL,I,I40,www.teachthemhow.org
52-2296718,ART ENABLES,DC,I,I21,www.art-enables.org
45-3992449,MINNESOTA YOUNG PEOPLE IN AA,TX,F,F22,mnypaa.org
13-3224150,DESIGN INDUSTRIES FOUNDATION FIGHTING AIDS INC,NY,G,G81J,www.diffa.org
47-3238441,EHE FOUNDATION,WI,G,G80,fightehe.org
20-5801620,SICKLE CELL FOUNDATION OF ORANGECOUNTY,CA,G,G80,www.scdfoc.org
59-0668485,HOPE HAVEN ASSOCIATION INC,FL,F,F32,www.hope-haven.org
46-3161858,ROOTS ELEMENTARY SCHOOL,CO,B,B24,www.rootselementary.org
46-1322178,FREEDOM LIFE MINISTRIES,NC,I,I40,freedomlifeministries.org
83-2060567,RECOVERY CAFE LONGMONT,CO,F,F60,recoverycafelongmont.org
47-2533314,CORE ACADEMY CORPORATION THE CORE SCHOOL,GA,B,B28,thecoreschool.org
20-2549276,ST LOUIS REGIONAL CRIME COMMISSION,MO,I,I20,www.stlrcs.org
22-2936618,NEW HAMPSHIRE HUNGER SOLUTIONS INC,NH,R,R200,www.nhhungersolutions.org
20-5367377,CONNECT THRU CANCER,PA,G,G32,www.connectthrucancer.org
38-3610205,WOMEN IMPACTING PUBLIC POLICY INC,MI,R,R24,www.wipp.org
38-2494280,MICHIGAN PARKINSON FOUNDATION,MI,G,G5XZ,www.parkinsonsmi.org
47-4868371,AIDS CURE RESEARCH COLLABORATIVE INC,PA,H,H81,www.aidscurerc.org
33-1178624,OKLAHOMA POLICY INC,OK,R,R05,www.okpolicy.org
47-1554807,AUTISM FYI,MD,G,G84,www.autismfyi.org
26-3001013,VIETNAMESE AMERICAN JUSTICE FOUNDATION,NV,I,I50,www.about.me
27-2555684,HEMOPHILIA FOUNDATION OF UPSTATE NEW YORK INC,NY,G,G12,www.hfuny.org
46-2016047,MICHIGAN COALITION FOR OPEN GOVERNMENT,MI,R,R01,www.miopengov.org
90-0440305,JOHNSON ORGANIZATION FOUNDATION,NY,G,G81,jofglobalministry.org
82-2588652,GEMS UNCOVERED INC,CA,I,I70,gemsuncovered.org
52-1227859,WOMENS BAR ASSOCIATION FOUNDATION,DC,I,I80Z,www.wbadcfoundation.org
26-3759989,BOLTON WALKERS,MA,G,G123,www.justcausewalk.org
63-1106040,BETTER BASICS INC,AL,I,I21Z,www.betterbasics.org
81-1305030,PANCREATOBILIARY PATHOLOGY SOCIETY,CA,H,H05,pbpath.org
20-1678231,CANCER PROJECT,DC,G,G30,www.cancerproject.org
54-1137931,LEGAL SERVICES OF NORTHERN VIRGINIA INC,VA,I,I80Z,www.lsnv.org
83-1431925,IMAGO DEI NEIGHBORHOOD SCHOOL,VA,B,B24,www.imagodeirichmond.org
83-4567417,BOSTON OUTDOOR PRESCHOOL NETWORK,MA,B,B21,www.bopn.org
47-3566766,LIBERTY AND JUSTICE COALITION,NM,R,R20,libjusco.net
45-5210116,WIPEDISEASES FOUNDATION,TX,G,G03,wipediseases.org
45-4511408,KERES CHILDRENS LEARNING CENTER,NM,B,B24,www.kclcmontessori.org
83-0966105,VIOLENCE INTERRUPTED,DC,I,I73,www.violenceinterrupted.org
62-1525004,DONT FOLLOW ME INC,TN,I,I21,dontfollowme.org
20-1448438,BECAUSE THERE IS HOPE,WA,G,G300,becausethereishope.org
41-1933668,ROCHESTER CHINESE SCHOOL,MN,B,B28,www.rochesterchineseschool.org
75-1575599,DEAF ACTION CENTER,TX,G,G42Z,www.dactexas.org
82-1792490,GREATER GOOD AMBASSADORS,OH,F,F20,www.greatergoodambassadors.com
87-0568051,YOUTH GARDEN PROJECT,UT,I,I21,www.youthgardenproject.org
20-0319711,PHI IOTA ALPHA FRATERNITY INC,NY,B,B83,www.phiota.org
04-3673627,GOOD SHEPHERD MONTESSORI SCHOOL INC,IN,B,B24,www.gsms.org
83-1681092,SEDGWICK ELEMENTARY PTO,KS,B,B94,www.sedgwickelementarypto.com
20-4485280,MOMS AND DADS AGAINST METH INC,WI,F,F21,www.butterflyhousescf.org
56-0950370,COASTAL HORIZONS CENTER INC,NC,F,F210,www.coastalhorizons.org
87-0712751,KLEIN SUPPORT GROUPS INC,TX,B,B94,www.kleinswimming.org
86-0143449,SOUTHERN ARIZONA LEGAL AID INC,AZ,I,I83Z,www.sazlegalaid.org
27-0887254,HIGHLANDS STABLE ISOTOPES CORPORATION,NM,H,H96,highlandsstableisotopes.com
82-3556549,FOX VALLEY MEMORY PROJECT INC,WI,F,F70,foxvalleymemoryproject.org
84-3230740,ARTHUR M JUDD ELEMENTARY SCHOOL PTO,NJ,B,B94,www.juddpto.com
45-4721229,CURE FIRST,WA,H,H30,www.curefirst.org
81-2115091,CASA DUNAMIS INTERNATIONAL INC,AZ,F,F33,casadunamis.org
83-1985821,MIND MISSION,OH,F,F12,mindmissionohio.org
45-4508617,EARLY COLLEGE HIGH SCHOOL AT DELAWARE STATE UNIVERSITY INC,DE,B,B25,echs.desu.edu
82-0993900,BLUE ANGEL OF HOPE,CA,I,I60,blueangelofhope.com
94-3188064,BEHAVIORAL INTERVENTION ASSOCIATION,CA,F,F80Z,www.bia4autism.org
47-3410814,BEAUTIFUL GATE CENTER,SC,G,G84,beautifulgatecenter.org
83-0726138,LIFE AMENDMENT COALITION,CA,R,R62,www.lifeamendment.org
83-0595438,HOPE FOR ULD,OH,G,G54,hopeforuld.org
47-2192711,AIDANS AVENGERS,PA,H,H12,www.aidansavengers.org
82-2360189,CHAELI FOUNDATION INC,PA,R,R23,www.chaelifoundation.org
90-0616879,COALITION TO CURE CALPAIN 3,CT,G,G125,www.curecalpain3.org
06-0873149,PERCEPTION PROGRAMS INC,CT,F,F22Z,www.perceptionprograms.org
46-3509085,Q YOUTH FOUNDATION INC,CA,R,R26,www.qyouthfoundation.org
23-7193652,SUICIDE AND CRISIS INTERVENTION SERVICE,TN,F,F41Z,www.memphiscrisiscenter.org
41-1657091,SECOND CHANCE FOR LIFE FOUNDATION,MN,G,G99Z,www.secondchanceforlife.org
61-1698980,WEST BAY SCHOOL PARENT TEACHER ORGANIZATION,NE,B,B94,westbaypto.com
45-5616960,WORLD SIGHT INCORPORATED,KY,G,G41,www.worldsightnow.org
13-2642451,START TREATMENT & RECOVERY CENTERS INC,NY,F,F22,www.startny.org
36-3651054,SUBURBAN ACCESS INC,IL,F,F99Z,www.subacc.org
81-3510989,METAIRIE ACADEMY COOP CLUB INC,LA,B,B94,maascoop.org
47-3847309,IMMUNOTHERAPY FOUNDATION,CA,G,G30,www.theimmunotherapyfoundation.org
27-4005690,RECOVER WYOMING,WY,F,F21,www.recoverwyoming.org
94-3340868,SOUTH ASIAN BAR ASSOCIATION FOUNDATION,CA,I,I80,www.southasianbar.org
82-1285327,LEAN ON ME PEER SUPPORT,MA,F,F99,lean0n.me
84-1455288,THE ODYSSEY SCHOOL INCORPORATED,CO,B,B24,www.odysseydenver.org
46-5769335,HELP ME HELP HER INC,NV,I,I70,www.helpmehelpher.org
46-4519557,PRESCHOOL PARTNERS,AL,B,B21,www.preschool-partners.org
45-2608521,THE BEECH HILL SCHOOL,NH,B,B24,www.thebeechhillschool.org
95-1816023,DIDI HIRSCH PSYCHIATRIC SERVICE,CA,F,F32Z,www.didihirsch.org
82-2187972,DEBAKEY HIGH SCHOOL PARENT TEACHER ORGANIZATION,TX,B,B94,debakeypto.org
35-1167389,LASTING CHANGE INC,IN,I,I440,www.lastingchangestartshere.org
45-4043191,TURNING POINT WOMENS COUNSELING AND ADVOCACY CENTER INCORPORATED,PA,F,F42,www.turningpointyork.org
73-0795371,CEREBRAL PALSY OF OKLAHOMA INC,OK,G,G23Z,www.acok.org
27-0854756,INSTITUTE FOR A PROGRESSIVE NEVADA,NV,R,R99,www.instituteforaprogressivenevada.org
46-1216587,CHARLES COBB FOUNDATION,MI,G,G12,www.charlescobbfoundation.org
27-2898257,IMAGINE A WAY,TX,G,G80,www.imagineaway.org
34-1850731,PARTNERS IN COMMUNITY INC,OH,F,F33,www.partnersincommunity.com
93-1137236,PATHFINDERS OF OREGON,OR,I,I400,www.pathfindersoforegon.org
61-1122935,KENTUCKY PSYCHOLOGICAL ASSOCIATION FOUNDATION INC,KY,F,F80Z,www.kpa.org
59-3175485,FRIENDS OF CHILDREN OF BREVARD COUNTY INC,FL,I,I72Z,www.friendsofchildrenofbrevard.org
38-3804669,IT COULD HAPPEN TO YOU INC,NY,I,I80,www.itcouldhappen2you.org
45-5409146,VICTORY ACADEMY OCALA INC,FL,B,B24,www.victoryacademyocala.com
45-2987423,LUNA CARES FUND INC,OH,G,G30,www.lunacares.com
62-1870498,COLLIERVILLE CITIZENS POLICE ASSOCIATION,TN,I,I20,www.ccpa38017.org
81-2248448,SPN SURVIVORS INC,MI,F,F60,www.spnsurvivors.org
13-4189193,OPEN HANDS LEGAL SERVICES INC,NY,I,I80,www.openhandslegalservices.org
46-3864810,UROLOGIC SOCIETY FOR TRANSPLANTATION AND RENAL SURGERY,CA,H,H03,ustrs.org
45-0554312,KENYA SELF-HELP PROJECT,VT,G,G81,www.kenyaselfhelp.org
91-1287381,JASON LEE PTA VANCOUVER COUNCIL 3 7 90,WA,B,B94,jlpta.org
82-3511825,DOMAN INTERNATIONAL INSTITUTE,PA,B,B28,www.domaninternational.org
13-4081256,CENTER FOR JUSTICE AND DEMOCRACY,NY,R,R60,centerjd.org
26-2828115,WYOMING LIBERTY GROUP,WY,R,R01,www.wyliberty.org
20-4796293,MIGRAINE RESEARCH FOUNDATION INC,NY,G,G80,www.migraineresearchfoundation.org
35-2420942,NATIONAL DOMESTIC WORKERS ALLIANCE INC,NY,R,R05,domesticworkers.org
83-2718888,THRIVE HOMES,CA,F,F33,thrivehomes.org
04-2104278,SAFETY COUNCIL OF WESTERN MASSACHUSETTS,MA,I,I23Z,www.scwne.org
48-6106237,KANSAS STATE UNIVERSITY RESEARCH FOUNDATION,KS,H,H00Z,www.k-state.edu
27-3712845,THE SPARROWS NEST,MO,E,E40,www.thesparrowsneststl.org
45-3020320,ANDREAREMEMBERED INC,IN,G,G12,andrearemembered.org
